,NAME_PY,NAME_CH,NAME_FT,PRES_LOC,BEG_CHG_TY,END_CHG_TY,TYPE_PY,TYPE_CH,LEV_RANK,BEG_YR,END_YR,BOU_NOTE_ID,PT_NOTE_ID,BOU_ID,PT_ID,X_COOR,Y_COOR,BOU_ID_IN_GISINFO_SYS_ID,PT_ID_IN_GISINFO_SYS_ID,ISSUE?,BOU_ID_EQUALS_PT_ID
12748,Chaoyi Xian,朝邑县,朝邑縣,治所待考,,,Xian,县,0,0,619,0,70876,0,70876,0,0,0,0,1,0
12749,Chaoyi Xian,朝邑县,朝邑縣,治所待考,,,Xian,县,0,620,626,0,70877,0,70877,0,0,0,0,1,0
12750,Hebin Xian,河滨县,河濱縣,治所待考,,,Xian,县,0,620,626,0,70878,0,70878,0,0,0,0,1,0
12751,Chaoyi Xian,朝邑县,朝邑縣,治所待考,,,Xian,县,0,627,0,0,70879,0,70879,0,0,0,0,1,0
12752,Hua Zhou,华州,華州,今陕西华县,,,Zhilizhou,直隶州,3,1726,1734,0,70880,0,70880,109.75989,34.51963,0,0,1,0
12757,Tongjin Xian,同津县,同津縣,治所待考,,,Xian,县,0,691,701,0,70885,0,70885,0,0,0,0,1,0
12759,Zheng Xian,郑县,鄭縣,治所待考,,,Xian,县,0,159,1278,0,70887,0,70887,0,0,0,0,1,0
12760,Yong Xian,雍县,雍縣,治所待考,,,Xian,县,0,0,444,0,70888,0,70888,0,0,0,0,1,0
12761,Yong Xian,雍县,雍縣,治所待考,,,Xian,县,0,445,756,0,70889,0,70889,0,0,0,0,1,0
12762,Zhoucheng Xian,周城县,周城縣,治所待考,,,Xian,县,0,445,448,0,70890,0,70890,0,0,0,0,1,0
12763,Zhoucheng Xian,周城县,周城縣,治所待考,,,Xian,县,0,449,0,0,70891,0,70891,0,0,0,0,1,0
12764,Hengshui Xian,横水县,橫水縣,治所待考,,,Xian,县,0,449,0,0,70892,0,70892,0,0,0,0,1,0
12765,Fengxiang Xian,凤翔县,鳳翔縣,治所待考,,,Xian,县,0,757,761,0,70893,0,70893,0,0,0,0,1,0
12780,Weichuan Xian,围川县,圍川縣,治所待考,,,Xian,县,0,620,626,0,70908,0,70908,0,0,0,0,1,0
12781,Fufeng Xian,扶风县,扶風縣,治所待考,,,Xian,县,0,627,0,0,70909,0,70909,0,0,0,0,1,0
12790,Qingshui Xian,清水县,清水縣,治所待考,,,Xian,县,0,0,0,0,70918,0,70918,0,0,0,0,1,0
12791,Wudou Jun,武都郡,武都郡,治所待考,,,Jun,郡,0,436,0,0,70919,0,70919,0,0,0,0,1,0
12793,Wanchuan Xian,宛川县,宛川縣,治所待考,,,Xian,县,0,0,549,0,70921,0,70921,0,0,0,0,1,0
12794,Chencang,陈仓,陳倉,治所待考,,,Xian,县,0,550,573,0,70922,0,70922,0,0,0,0,1,0
12795,Chencang,陈仓,陳倉,治所待考,,,Xian,县,0,598,612,0,70923,0,70923,0,0,0,0,1,0
12799,Pengcheng Xian,剻城县,剻城縣,治所待考,,,Xian,县,0,278,0,0,70927,0,70927,0,0,0,0,1,0
12808,Yun Zhou,云州,雲州,治所待考,,,Zhou,州,0,566,574,0,70936,0,70936,0,0,0,0,1,0
12811,Mei Zhou,郿州,郿州,今陕西岐山县东岐阳,,,Zhou,州,3,1262,1263,0,70939,0,70939,107.79633,34.47827,0,0,1,0
12816,Duyang Xian,杜阳县,杜陽縣,治所待考,,,Xian,县,0,137,279,0,70944,0,70944,0,0,0,0,1,0
12818,Purun Xian,普润县,普潤縣,治所待考,,,Xian,县,0,617,1278,0,70946,0,70946,0,0,0,0,1,0
12819,Linyou Xian,麟游县,麟遊縣,治所待考,,,Xian,县,0,617,626,0,70947,0,70947,0,0,0,0,1,0
12820,Linyou Xian,麟游县,麟遊縣,治所待考,,,Xian,县,0,627,631,0,70948,0,70948,0,0,0,0,1,0
12827,Qian Xian,汧县,汧縣,治所待考,,,Xian,县,0,0,310,0,70955,0,70955,0,0,0,0,1,0
12828,Dongqin Zhou,东秦州,東秦州,治所待考,,,Zhou,州,0,522,526,0,70956,0,70956,0,0,0,0,1,0
12829,Dongqin Zhou,东秦州,東秦州,治所待考,,,Zhou,州,0,532,550,0,70957,0,70957,0,0,0,0,1,0
12830,Long Zhou,陇州,隴州,治所待考,,,Zhou,州,0,551,557,0,70958,0,70958,0,0,0,0,1,0
12831,Long Zhou,陇州,隴州,治所待考,,,Zhou,州,0,558,569,0,70959,0,70959,0,0,0,0,1,0
12832,Long Zhou,陇州,隴州,治所待考,,,Zhou,州,0,580,605,0,70960,0,70960,0,0,0,0,1,0
12833,Longdong Jun,陇东郡,隴東郡,治所待考,,,Jun,郡,0,0,583,0,70961,0,70961,0,0,0,0,1,0
12834,Qianyin Xian,汧阴县,汧陰縣,治所待考,,,Xian,县,0,0,0,0,70962,0,70962,0,0,0,0,1,0
12835,Duyang Xian,杜阳县,杜陽縣,治所待考,,,Xian,县,0,0,0,0,70963,0,70963,0,0,0,0,1,0
12836,Qianyin Xian,汧阴县,汧陰縣,治所待考,,,Xian,县,0,0,585,0,70964,0,70964,0,0,0,0,1,0
12837,Qianyuan Xian,汧源县,汧源縣,治所待考,,,Xian,县,0,585,1269,0,70965,0,70965,0,0,0,0,1,0
12838,Qianyuan Xian,汧源县,汧源縣,治所待考,,,Xian,县,0,1269,1316,0,70966,0,70966,0,0,0,0,1,0
12839,Longan Xian,陇安县,隴安縣,治所待考,,,Xian,县,0,968,1125,0,70967,0,70967,0,0,0,0,1,0
12840,Longan Xian,陇安县,隴安縣,治所待考,,,Xian,县,0,1208,1269,0,70968,0,70968,0,0,0,0,1,0
12841,Long Zhou,陇州,隴州,治所待考,,,Zhou,州,0,0,0,0,70969,0,70969,0,0,0,0,1,0
12842,Longdong Jun,陇东郡,隴東郡,治所待考,,,Jun,郡,0,618,618,0,70970,0,70970,0,0,0,0,1,0
12843,Long Zhou,陇州,隴州,治所待考,,,Zhou,州,0,618,741,0,70971,0,70971,0,0,0,0,1,0
12844,Qianyang Jun,汧阳郡,汧陽郡,治所待考,,,Jun,郡,0,742,757,0,70972,0,70972,0,0,0,0,1,0
12845,Long Zhou,陇州,隴州,治所待考,,,Zhou,州,0,758,0,0,70973,0,70973,0,0,0,0,1,0
12860,Lianshui,廉水,廉水,治所待考,,,Xian,县,0,1134,0,0,70988,0,70988,0,0,0,0,1,0
12864,Baozhong Xian,褒中县,褒中縣,治所待考,,,Xian,县,0,511,580,0,70992,0,70992,0,0,0,0,1,0
12865,Baonei Xian,褒内县,褒內縣,治所待考,,,Xian,县,0,581,600,0,70993,0,70993,0,0,0,0,1,0
12866,Baocheng Xian,褒城县,褒城縣,治所待考,,,Xian,县,0,601,618,0,70994,0,70994,0,0,0,0,1,0
12867,Baozhong Xian,褒中县,褒中縣,治所待考,,,Xian,县,0,618,629,0,70995,0,70995,0,0,0,0,1,0
12868,Baocheng Xian,褒城县,褒城縣,治所待考,,,Xian,县,0,629,1201,0,70996,0,70996,0,0,0,0,1,0
12876,Baiyun Xian,白云县,白雲縣,治所待考,,,Xian,县,0,620,626,0,71004,0,71004,0,0,0,0,1,0
12883,Tangcheng Jun,傥城郡,儻城郡,治所待考,,,Jun,郡,0,554,582,0,71011,0,71011,0,0,0,0,1,0
12886,Huayang Xian,华阳县,華陽縣,治所待考,,,Xian,县,0,730,743,0,71014,0,71014,0,0,0,0,1,0
12887,Huayang Xian,华阳县,華陽縣,治所待考,,,Xian,县,0,748,749,0,71015,0,71015,0,0,0,0,1,0
12888,Zhenfu Xian,真符县,真符縣,治所待考,,,Xian,县,0,749,1264,0,71016,0,71016,0,0,0,0,1,0
12889,Yuan Zhou,源州,源州,治所待考,,,Zhou,州,0,934,965,0,71017,0,71017,0,0,0,0,1,0
12890,Yang Zhou,洋州,洋州,今陕西洋县,,,Zhou,州,3,1037,1264,0,71018,0,71018,107.54173,33.22109,0,0,1,0
12896,Fengning Xian,丰宁县,豐寧縣,治所待考,,,Xian,县,0,505,569,0,71024,0,71024,0,0,0,0,1,0
12897,Fengning Jun,丰宁郡,豐寧郡,治所待考,,,Jun,郡,0,505,582,0,71025,0,71025,0,0,0,0,1,0
12898,Yang Zhou,洋州,洋州,治所待考,,,Zhou,州,0,553,582,0,71026,0,71026,0,0,0,0,1,0
12899,Yang Zhou,洋州,洋州,治所待考,,,Zhou,州,0,583,617,0,71027,0,71027,0,0,0,0,1,0
12900,Yangzhong Jun,洋中郡,洋中郡,治所待考,,,Jun,郡,0,553,582,0,71028,0,71028,0,0,0,0,1,0
12901,Huaichang Jun,怀昌郡,懷昌郡,治所待考,,,Jun,郡,0,553,569,0,71029,0,71029,0,0,0,0,1,0
12902,Huaichang Jun,怀昌郡,懷昌郡,治所待考,,,Jun,郡,0,570,582,0,71030,0,71030,0,0,0,0,1,0
12903,Huaichang Xian,怀昌县,懷昌縣,治所待考,,,Xian,县,0,570,606,0,71031,0,71031,0,0,0,0,1,0
12904,Houting Xian,侯亭县,侯亭縣,治所待考,,,Xian,县,0,0,582,0,71032,0,71032,0,0,0,0,1,0
12909,Yang Zhou,洋州,洋州,治所待考,,,Zhou,州,0,618,620,0,71037,0,71037,0,0,0,0,1,0
12910,Yang Zhou,洋州,洋州,治所待考,,,Zhou,州,0,621,0,0,71038,0,71038,0,0,0,0,1,0
12913,Hanchuan Jun,汉川郡,漢川郡,治所待考,,,Jun,郡,0,742,743,0,71041,0,71041,0,0,0,0,1,0
12914,Hanchuan Jun,汉川郡,漢川郡,治所待考,,,Jun,郡,0,744,747,0,71042,0,71042,0,0,0,0,1,0
12915,Hanchuan Jun,汉川郡,漢川郡,治所待考,,,Jun,郡,0,748,748,0,71043,0,71043,0,0,0,0,1,0
12916,Hanchuan Jun,汉川郡,漢川郡,治所待考,,,Jun,郡,0,749,751,0,71044,0,71044,0,0,0,0,1,0
12917,Hanchuan Jun,汉川郡,漢川郡,治所待考,,,Jun,郡,0,752,755,0,71045,0,71045,0,0,0,0,1,0
12918,Hanchuan Jun,汉川郡,漢川郡,治所待考,,,Jun,郡,0,756,757,0,71046,0,71046,0,0,0,0,1,0
12919,Yang Zhou,洋州,洋州,治所待考,,,Zhou,州,0,758,765,0,71047,0,71047,0,0,0,0,1,0
12920,Yang Zhou,洋州,洋州,今陕西西乡县南二十里白湍村,,,Zhou,州,3,766,824,0,71048,0,71048,107.75886,32.90091,0,0,1,0
12921,Yang Zhou,洋州,洋州,治所待考,,,Zhou,州,0,825,965,0,71049,0,71049,0,0,0,0,1,0
12922,Yang Zhou,洋州,洋州,治所待考,,,Zhou,州,0,966,1264,0,71050,0,71050,0,0,0,0,1,0
12923,Yang Zhou,洋州,洋州,治所待考,,,Zhou,州,0,1265,1369,0,71051,0,71051,0,0,0,0,1,0
12930,Gudao Jun,故道郡,故道郡,治所待考,,,Jun,郡,0,477,525,0,71058,0,71058,0,0,0,0,1,0
12931,Nanqi Zhou,南岐州,南岐州,治所待考,,,Zhou,州,0,526,553,0,71059,0,71059,0,0,0,0,1,0
12932,Guizhen Jun,归真郡,歸真郡,治所待考,,,Jun,郡,0,554,582,0,71060,0,71060,0,0,0,0,1,0
12933,Feng Zhou,凤州,鳳州,今陕西凤县东北凤州,,,Zhou,州,3,554,606,0,71061,0,71061,106.62294,33.94525,0,0,1,0
12937,Feng Zhou,凤州,鳳州,今陕西凤县东北凤州,,,Zhou,州,3,758,824,0,71065,0,71065,106.62294,33.94525,0,0,1,0
12938,Feng Zhou,凤州,鳳州,今陕西凤县东北凤州,,,Zhou,州,3,825,971,0,71066,0,71066,106.62294,33.94525,0,0,1,0
12939,Feng Zhou,凤州,鳳州,今陕西凤县东北凤州,,,Zhou,州,3,972,994,0,71067,0,71067,106.62294,33.94525,0,0,1,0
12940,Feng Zhou,凤州,鳳州,今陕西凤县东北凤州,,,Zhou,州,3,995,1239,0,71068,0,71068,106.62294,33.94525,0,0,1,0
12941,Feng Zhou,凤州,鳳州,今陕西凤县东北凤州,,,Zhou,州,3,1240,1267,0,71069,0,71069,106.62294,33.94525,0,0,1,0
12942,Feng Zhou,凤州,鳳州,今陕西凤县东北凤州,,,Zhou,州,3,1268,1373,0,71070,0,71070,106.62294,33.94525,0,0,1,0
12944,Liangdang Xian,两当县,兩當縣,治所待考,,,Xian,县,0,0,0,0,71072,0,71072,0,0,0,0,1,0
12945,Liangdang Xian,两当县,兩當縣,治所待考,,,Xian,县,0,995,0,0,71073,0,71073,0,0,0,0,1,0
12946,Liangdang Xian,两当县,兩當縣,治所待考,,,Xian,县,0,1382,0,0,71074,0,71074,0,0,0,0,1,0
12951,Hui Zhou,徽州,徽州,今甘肃徽县,,,Zhou,州,3,1264,1269,0,71079,0,71079,106.08667,33.77755,0,0,1,0
12952,Hui Zhou,徽州,徽州,今甘肃徽县,,,Zhou,州,3,1270,1376,0,71080,0,71080,106.08667,33.77755,0,0,1,0
12954,Hui Zhou,徽州,徽州,今甘肃徽县,,,Zhou,州,3,1382,1728,0,71082,0,71082,106.08667,33.77755,0,0,1,0
12961,Jiamou Xian,嘉牟县,嘉牟縣,治所待考,,,Xian,县,0,621,624,0,71089,0,71089,0,0,0,0,1,0
12974,Yang Xian,沔阳县,沔陽縣,治所待考,,,Xian,县,0,505,583,0,71102,0,71102,0,0,0,0,1,0
12978,Bao Zhou,褒州,褒州,治所待考,,,Zhou,州,0,619,626,0,71106,0,71106,0,0,0,0,1,0
12979,Mian Zhou,沔州,沔州,今勉县西老城（武侯镇）,,,Zhou,州,3,1370,1373,0,71107,0,71107,106.62171,33.151,0,0,1,0
12983,Wuxingguo,武兴国,武興國,治所待考,,,Guo,国,0,477,0,0,71111,0,71111,0,0,0,0,1,0
12984,Xiaban Xian,下阪县,下阪縣,治所待考,,,Xian,县,0,0,557,0,71112,0,71112,0,0,0,0,1,0
12988,Baishu Xian,柏树县,柏樹縣,治所待考,,,Xian,县,0,484,557,0,71116,0,71116,0,0,0,0,1,0
12989,Nanliang Zhou,南梁州,南梁州,治所待考,,,Zhou,州,0,488,499,0,71117,0,71117,0,0,0,0,1,0
12990,Wuxingzhen,武兴镇,武興鎮,治所待考,,,Zhen,镇,0,506,507,0,71118,0,71118,0,0,0,0,1,0
12991,Wuxing Xian,武兴县,武興縣,治所待考,,,Xian,县,0,507,520,0,71119,0,71119,0,0,0,0,1,0
12992,Dongyi Zhou,东益州,東益州,治所待考,,,Zhou,州,0,535,545,0,71120,0,71120,0,0,0,0,1,0
12993,Wuxingguo,武兴国,武興國,治所待考,,,Guo,国,0,546,552,0,71121,0,71121,0,0,0,0,1,0
12994,Xing Zhou,兴州,興州,治所待考,,,Zhou,州,0,553,605,0,71122,0,71122,0,0,0,0,1,0
12995,Shunzheng Jun,顺政郡,順政郡,治所待考,,,Jun,郡,0,553,582,0,71123,0,71123,0,0,0,0,1,0
12999,Shunzheng Jun,顺政郡,順政郡,治所待考,,,Jun,郡,0,606,617,0,71127,0,71127,0,0,0,0,1,0
13000,Xing Zhou,兴州,興州,治所待考,,,Zhou,州,0,618,741,0,71128,0,71128,0,0,0,0,1,0
13001,Shunzheng Jun,顺政郡,順政郡,治所待考,,,Jun,郡,0,742,757,0,71129,0,71129,0,0,0,0,1,0
13002,Xing Zhou,兴州,興州,治所待考,,,Zhou,州,0,758,1206,0,71130,0,71130,0,0,0,0,1,0
13003,Mian Zhou,沔州,沔州,治所待考,,,Zhou,州,0,1207,1282,0,71131,0,71131,0,0,0,0,1,0
13004,Mian Zhou,沔州,沔州,治所待考,,,Zhou,州,0,1283,1369,0,71132,0,71132,0,0,0,0,1,0
13005,Mian Zhou,沔州,沔州,治所待考,,,Zhou,州,0,1370,1373,0,71133,0,71133,0,0,0,0,1,0
13006,Mian Xian,沔县,沔縣,治所待考,,,Xian,县,0,1374,1376,0,71134,0,71134,0,0,0,0,1,0
13018,Jiyang Xian,吉阳县,吉陽縣,治所待考,,,Xian,县,0,420,534,0,71147,0,71147,0,0,0,0,1,0
13039,Xunyang Jun,洵阳郡,洵陽郡,治所待考,,,Jun,郡,0,535,582,0,71168,0,71168,0,0,0,0,1,0
13043,Xun Zhou,洵州,洵州,治所待考,,,Zhou,州,0,618,624,0,71172,0,71172,0,0,0,0,1,0
13044,Xuncheng Xian,洵城县,洵城縣,治所待考,,,Xian,县,0,618,633,0,71173,0,71173,0,0,0,0,1,0
13045,Lüchuan Xian,驴川县,驢川縣,治所待考,,,Xian,县,0,618,626,0,71174,0,71174,0,0,0,0,1,0
13051,Yuyang Xian,淯阳县,淯陽縣,治所待考,,,Xian,县,0,0,0,0,71180,0,71180,0,0,0,0,1,0
13052,Yuyang Jun,淯阳郡,淯陽郡,治所待考,,,Jun,郡,0,551,561,0,71181,0,71181,0,0,0,0,1,0
13053,Changgang Jun,长冈郡,長岡郡,治所待考,,,Jun,郡,0,562,562,0,71182,0,71182,0,0,0,0,1,0
13054,Changgang Xian,长冈县,長岡縣,治所待考,,,Xian,县,0,562,562,0,71183,0,71183,0,0,0,0,1,0
13056,Huangtu Jun,黄土郡,黃土郡,治所待考,,,Jun,郡,0,562,562,0,71185,0,71185,0,0,0,0,1,0
13058,Chishi Xian,赤石县,赤石縣,治所待考,,,Xian,县,0,0,562,0,71187,0,71187,0,0,0,0,1,0
13059,Shangjia Xian,上甲县,上甲縣,治所待考,,,Xian,县,0,0,562,0,71188,0,71188,0,0,0,0,1,0
13060,Linjiang Xian,临江县,臨江縣,治所待考,,,Xian,县,0,0,562,0,71189,0,71189,0,0,0,0,1,0
13061,Yuyang Xian,淯阳县,淯陽縣,治所待考,,,Xian,县,0,742,770,0,71190,0,71190,0,0,0,0,1,0
13062,Yuyang Xian,淯阳县,淯陽縣,治所待考,,,Xian,县,0,821,965,0,71191,0,71191,0,0,0,0,1,0
13063,Xi Xian,锡县,錫縣,今陕西白河县东、汉水南,,,Xian,县,6,0,14,0,71192,0,71192,110.12718,32.8056,0,0,1,0
13070,Yun Xian,郧县,鄖縣,治所待考,,,Xian,县,0,1277,0,0,71199,0,71199,0,0,0,0,1,0
13071,Anfu Xian,安福县,安福縣,治所待考,,,Xian,县,0,0,633,0,71200,0,71200,0,0,0,0,1,0
13072,Duyang Xian,堵阳县,堵陽縣,治所待考,,,Xian,县,0,0,633,0,71201,0,71201,0,0,0,0,1,0
13073,Xi Xian,锡县,錫縣,治所待考,,,Xian,县,0,284,0,0,71202,0,71202,0,0,0,0,1,0
13074,Nanshangluo Jun,南上洛郡,南上洛郡,治所待考,,,Jun,郡,0,0,550,0,71203,0,71203,0,0,0,0,1,0
13075,Fengli Jun,丰利郡,豐利郡,治所待考,,,Jun,郡,0,551,562,0,71204,0,71204,0,0,0,0,1,0
13076,Xiongchuan Xian,熊川县,熊川縣,治所待考,,,Xian,县,0,551,561,0,71205,0,71205,0,0,0,0,1,0
13077,Yangchuan Xian,阳川县,陽川縣,治所待考,,,Xian,县,0,551,561,0,71206,0,71206,0,0,0,0,1,0
13078,Fengli Xian,丰利县,豐利縣,治所待考,,,Xian,县,0,562,967,0,71207,0,71207,0,0,0,0,1,0
13082,Jinchang Jun,晋昌郡,晉昌郡,治所待考,,,Jun,郡,0,347,0,0,71211,0,71211,0,0,0,0,1,0
13084,Jinchang Jun,晋昌郡,晉昌郡,治所待考,,,Jun,郡,0,0,551,0,71213,0,71213,0,0,0,0,1,0
13085,Weichang Jun,魏昌郡,魏昌郡,治所待考,,,Jun,郡,0,552,560,0,71214,0,71214,0,0,0,0,1,0
13086,Weichang Jun,魏昌郡,魏昌郡,治所待考,,,Jun,郡,0,561,563,0,71215,0,71215,0,0,0,0,1,0
13095,Hanning Jun,汉宁郡,漢寧郡,治所待考,,,Jun,郡,0,201,215,0,71224,0,71224,0,0,0,0,1,0
13096,Ankang Jun,安康郡,安康郡,治所待考,,,Jun,郡,0,0,0,0,71225,0,71225,0,0,0,0,1,0
13097,Weiming Jun,魏明郡,魏明郡,治所待考,,,Jun,郡,0,0,0,0,71226,0,71226,0,0,0,0,1,0
13098,Jincheng Jun,金城郡,金城郡,治所待考,,,Jun,郡,0,0,583,0,71227,0,71227,0,0,0,0,1,0
13100,Zhi Zhou,直州,直州,治所待考,,,Zhou,州,0,555,606,0,71229,0,71229,0,0,0,0,1,0
13106,Ningyu Xian,宁郁县,甯鬱縣,治所待考,,,Xian,县,0,618,626,0,71235,0,71235,0,0,0,0,1,0
13107,Guangde Xian,广德县,廣德縣,治所待考,,,Xian,县,0,618,626,0,71236,0,71236,0,0,0,0,1,0
13109,Hanyin Xian,汉阴县,漢陰縣,治所待考,,,Xian,县,0,757,1131,0,71238,0,71238,0,0,0,0,1,0
13110,Hanyin Xian,汉阴县,漢陰縣,治所待考,,,Xian,县,0,1132,1367,0,71239,0,71239,0,0,0,0,1,0
13123,Shangluo Jun,上洛郡,上洛郡,今陕西商县,,,Jun,郡,3,266,577,0,71252,0,71252,109.93246,33.86989,0,0,1,0
13124,Shang Zhou,商州,商州,今陕西商县,,,Zhou,州,3,578,580,0,71253,0,71253,109.93246,33.86989,0,0,1,0
13128,Shang Zhou,商州,商州,今陕西商县,,,Zhou,州,3,758,1373,0,71257,0,71257,109.93246,33.86989,0,0,1,0
13131,Shang Zhou,商州直隶州,商州直隸州,今陕西商县,,,Zhilizhou,直隶州,3,1725,1911,0,71260,0,71260,109.93246,33.86989,0,0,1,0
13132,Fengyang Xian,丰阳县,豐陽縣,治所待考,,,Xian,县,0,267,351,0,71261,0,71261,0,0,0,0,1,0
13133,Jing Zhou,荆州,荊州,治所待考,,,Zhou,州,0,352,379,0,71262,0,71262,0,0,0,0,1,0
13134,Luo Zhou,洛州,洛州,治所待考,,,Zhou,州,0,380,455,0,71263,0,71263,0,0,0,0,1,0
13135,Fengyang Xian,丰阳县,豐陽縣,治所待考,,,Xian,县,0,456,617,0,71264,0,71264,0,0,0,0,1,0
13136,Fengyang Xian,丰阳县,豐陽縣,治所待考,,,Xian,县,0,618,663,0,71265,0,71265,0,0,0,0,1,0
13137,Fengyang Xian,丰阳县,豐陽縣,治所待考,,,Xian,县,0,664,695,0,71266,0,71266,0,0,0,0,1,0
13138,Fengyang Xian,丰阳县,豐陽縣,治所待考,,,Xian,县,0,696,1153,0,71267,0,71267,0,0,0,0,1,0
13139,Anye Xian,安业县,安業縣,治所待考,,,Xian,县,0,696,757,0,71268,0,71268,0,0,0,0,1,0
13151,Changhe Jun,苌和郡,萇和郡,治所待考,,,Jun,郡,0,500,0,0,71280,0,71280,0,0,0,0,1,0
13152,Yangting Xian,阳亭县,陽亭縣,治所待考,,,Xian,县,0,231,0,0,71281,0,71281,0,0,0,0,1,0
13252,Heilongjiang Sheng,黑龙江省,黑龍江省,黑龙江齐齐哈尔市城区,更名,数据下限,Sheng,省,1,1906,1911,0,79246,0,79246,123.96384,47.345,0,0,1,0
13253,Changchun Ting,长春厅,長春廳,今长春市老城区,迁移治所,更名,Zhiliting,直隶厅,3,1825,1888,0,79248,0,79248,125.30933,43.88443,0,0,1,0
13254,Hulan Ting,呼兰厅,呼蘭廳,今黑龙江巴彦县驻地,新建,更名和迁移治所,Zhiliting,直隶厅,3,1862,1904,0,79249,0,79249,127.39575,46.07404,0,0,1,0
13255,Binzhou Fu,宾州府,賓州府,今黑龙江宾县驻地,更名,数据下限,Fu,府,3,1909,1911,0,79250,0,79250,127.47471,45.75353,0,0,1,0
13256,Binzhou Ting,宾州厅,賓州廳,今黑龙江宾县驻地,新建,更名,Zhiliting,直隶厅,3,1882,1908,0,79251,0,79251,127.47471,45.75353,0,0,1,0
13257,Suifen Fu,绥芬府,綏芬府,今黑龙江宁安县驻地,更名和迁移治所,更名,Fu,府,3,1909,1909,0,79252,0,79252,129.47766,44.34462,0,0,1,0
13258,Ningan Fu,宁安府,甯安府,今黑龙江宁安县驻地,更名,数据下限,Fu,府,3,1910,1911,0,79253,0,79253,129.47766,44.34462,0,0,1,0
13259,Heilongjiang,黑龙江,黑龍江,今黑龙江齐齐哈尔市,新建,更名,Sheng,省,1,1699,1905,0,79254,0,79254,123.96384,47.345,0,0,1,0
13260,Heilongjiang Lishitongpanting,黑龙江理事通判厅,黑龍江理事通判廳,今黑龙江齐齐哈尔市,新建,撤销,Zhiliting,直隶厅,3,1737,1737,0,79255,0,79255,123.96384,47.345,0,0,1,0
13261,Longjiang Fu,龙江府,龍江府,今黑龙江齐齐哈尔市城区,更名,数据下限,Fu,府,3,1908,1911,0,79256,0,79256,123.96384,47.345,0,0,1,0
13262,Heishui Ting,黑水厅,黑水廳,今黑龙江齐齐哈尔市城区,新建,更名,Zhiliting,直隶厅,3,1905,1907,0,79257,0,79257,123.96384,47.345,0,0,1,0
13263,Aihui Ting,瑷珲厅,璦琿廳,今黑龙江省爱辉县南爱辉乡,新建,数据下限,Zhiliting,直隶厅,3,1908,1911,0,79258,0,79258,127.47617,49.97205,0,0,1,0
13264,Anda Ting,安达厅,安達廳,今黑龙江省安达县东北任民乡,新建,数据下限,Zhiliting,直隶厅,3,1906,1911,0,79259,0,79259,125.54452,46.63343,0,0,1,0
13265,Fenfen Ting,纷芬厅,紛芬廳,今黑龙江省东宁县东南三岔口,新建,更名和迁移治所,Zhiliting,直隶厅,3,1902,1908,0,79260,0,79260,131.23573,44.01993,0,0,1,0
13266,Hailun Fu,海伦府,海倫府,今黑龙江省海伦县驻地,更名,数据下限,Fu,府,3,1908,1911,0,79261,0,79261,126.96616,47.46109,0,0,1,0
13267,Hailun Ting,海伦厅,海倫廳,今黑龙江省海伦县驻地,新建,更名,Zhiliting,直隶厅,3,1905,1907,0,79262,0,79262,126.96616,47.46109,0,0,1,0
13268,Heihe Fu,黑河府,黑河府,今黑龙江省黑河市,新建,数据下限,Fu,府,3,1908,1911,0,79263,0,79263,127.48344,50.24189,0,0,1,0
13269,Hulan Fu,呼兰府,呼蘭府,今黑龙江省呼兰县驻地,更名和迁移治所,数据下限,Fu,府,3,1905,1911,0,79264,0,79264,126.5983,45.98055,0,0,1,0
13270,Mishan Fu,密山府,密山府,今黑龙江省密山县知一乡,新建,数据下限,Fu,府,3,1908,1911,0,79265,0,79265,131.98776,45.52523,0,0,1,0
13271,Nehe Ting,讷河厅,訥河廳,今黑龙江省讷河县驻地,新建,数据下限,Zhiliting,直隶厅,3,1910,1911,0,79266,0,79266,124.87743,48.47015,0,0,1,0
13272,Nenjiang Fu,嫩江府,嫩江府,今黑龙江省嫩江县驻地,新建,数据下限,Fu,府,3,1908,1911,0,79267,0,79267,125.21407,49.16605,0,0,1,0
13273,Suihua Fu,绥化府,綏化府,今黑龙江省绥化县,更名,数据下限,Fu,府,3,1905,1911,0,79268,0,79268,126.98174,46.63757,0,0,1,0
13274,Suihua Ting,绥化厅,綏化廳,今黑龙江省绥化县,新建,更名,Zhiliting,直隶厅,3,1885,1904,0,79269,0,79269,126.98174,46.63757,0,0,1,0
13275,Linjiang Fu,临江府,臨江府,今黑龙江省同江县,更名,数据下限,Fu,府,3,1909,1911,0,79270,0,79270,132.51485,47.65402,0,0,1,0
13276,Linjiang Zhou,临江州,臨江州,今黑龙江省同江县驻地,新建,更名,Zhilizhou,直隶州,3,1906,1908,0,79271,0,79271,132.51485,47.65402,0,0,1,0
13277,Wuchang Fu,五常府,五常府,今黑龙江省五常县驻地,更名,数据下限,Fu,府,3,1909,1911,0,79272,0,79272,127.15595,44.91417,0,0,1,0
13278,Wuchang Ting,五常厅,五常廳,今黑龙江省五常县驻地,新建,更名,Zhiliting,直隶厅,3,1882,1908,0,79273,0,79273,127.15595,44.91417,0,0,1,0
13279,Zhaozhou Ting,肇州厅,肇州廳,今黑龙江省肇源县驻地,新建,数据下限,Zhiliting,直隶厅,3,1906,1911,0,79274,0,79274,125.08257,45.51182,0,0,1,0
